provstate,city,attacktype1_txt,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1_txt,weaptype1_txt,weapsubtype1_txt
Balochistan,Kathan,Bombing/Explosion,Government (General),15,Politician or Political Party Movement/Meeting/Rally,,The assailants targeted the residence of senior BNP leader.,Pakistan,Explosives/Bombs/Dynamite,Grenade
Federally Administered Tribal Areas,Khar,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,,The residence of a tribal leader,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Federally Administered Tribal Areas,Safi,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,,An  school was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Safi,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,,A school was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Safi,Bombing/Explosion,Government (General),21,Government Building/Facility/Office,Pakistani Agriculture Directorate,The office of the Agriculture Directorate was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Punjab,Lahore,Hostage Taking (Barricade Incident),Religious Figures/Institutions,86,Place of Worship,Ahl-e-Hadees,The mosque of Ahl-e-Hadees was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being)
Punjab,Lahore,Hostage Taking (Barricade Incident),Religious Figures/Institutions,86,Place of Worship,,A place of worship was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Vehicle
Punjab,Lahore,Hostage Taking (Barricade Incident),Religious Figures/Institutions,86,Place of Worship,,A place of worship was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being)
Punjab,Lahore,Armed Assault,Business,6,Medical/Pharmaceutical,Jinnah Hospita,Civilians in the Jinnah Hospital,Pakistan,Firearms,Unknown Gun Type
Balochistan,Hub,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,,A shop,Pakistan,Explosives/Bombs/Dynamite,Grenade
Balochistan,Quetta,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,,A primary school,Pakistan,Explosives/Bombs/Dynamite,Grenade
Federally Administered Tribal Areas,Safi,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,,A girls' primary school,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Safi,Bombing/Explosion,Business,6,Medical/Pharmaceutical,,A health clinic,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Khar,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Pakistani Government,A school was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Balochistan,Quetta,Armed Assault,Private Citizens & Property,69,Religion Identified,,A Hindu rice trader was targeted in the attack,Pakistan,Firearms,Unknown Gun Type
Balochistan,Turbat,Armed Assault,Business,7,Retail/Grocery/Bakery,,A cloth vendor was targeted in the attack.,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Miran Shah,Armed Assault,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,A civilian was targeted in the attack.,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Ghalanai,Armed Assault,Religious Figures/Institutions,85,Religious Figure,,A prayer leader,Pakistan,Firearms,Unknown Gun Type
Balochistan,Khuzdar,Armed Assault,Business,7,Retail/Grocery/Bakery,,A shop was targeted in the attack.,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Orakzai district,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Pakistani Government,A government girls' primary school was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Orakzai district,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,,A boys' high school was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Orakzai district,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,,A girls' primary school was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Orakzai district,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,,A girls' primary school was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Orakzai district,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,,An abandoned house was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Orakzai district,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,,An abandoned house was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Orakzai district,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,,An abandoned house was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Orakzai district,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,,An abandoned house was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Orakzai district,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,,An abandoned house was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Orakzai district,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,,An abandoned house was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Punjab,Lahore,Bombing/Explosion,Business,5,Industrial/Textiles/Factory,,The factory,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Balochistan,Panjgur,Armed Assault,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,Two civilians,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Mohmand district,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,,A girls' school,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Ashrafabad,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Pakistani Government,A government boys' middle school,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Balochistan,Kalat district,Armed Assault,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,A tribal elder was targeted in the attack.,Pakistan,Firearms,Automatic Weapon
Balochistan,Quetta,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,,The target of the attack was a barbershop.,Pakistan,Explosives/Bombs/Dynamite,Grenade
Balochistan,Quetta,Armed Assault,Business,7,Retail/Grocery/Bakery,,A shop was targeted in the attack.,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Mohmand district,Armed Assault,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,Two members of the Safi Peace Committee,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Datta Khel,Hostage Taking (Kidnapping),Private Citizens & Property,67,Unnamed Civilian/Unspecified,,An alleged murderer was targeted in the attack.,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Hangu,Assassination,Government (General),18,"Government Personnel (excluding police, military)",Pakistani Government,The District Chief of Jamaat-e-Islami was targeted in the attack.,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Peshawar,Hostage Taking (Kidnapping),Government (General),18,"Government Personnel (excluding police, military)",,"The son of a Member of Provincial Assembly and district president of Pakistan People's Party- Sherpao, Haji Mohammad Ali Khan was targeted in the attack.",Pakistan,Unknown,.
Sindh,Karachi,Armed Assault,Private Citizens & Property,77,Laborer (General)/Occupation Identified,,An alleged police informer was targeted in the attack.,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Armed Assault,Private Citizens & Property,69,Religion Identified,,A Shia Muslim doctor was targeted in the attack.,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Mohmand,Hostage Taking (Kidnapping),Military,34,"Military Personnel (soldiers, troops, officers, forces)",Frontier Corps,Paramilitary Soliders,Pakistan,Unknown,.
Sindh,Karachi,Armed Assault,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Pakistan Muslim League-Functional (PML-F),The attack targeted a local leader of the Pakistan Muslim League-Functional.,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Bombing/Explosion,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Pakistan People’s Party,The Pakistan People’s Party office building,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Khyber Pakhtunkhwa,Timergara,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Government Technical College,Levies recruits,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Peshawar,Bombing/Explosion,Religious Figures/Institutions,,.,Mian Umer Baba,A shrine,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Bajaur district,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Pakistani Government,A school,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Darra Adam Khel,Armed Assault,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Jamaat-e-Islami,A Jamaat-e-Islami leader and his son,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Armed Assault,Private Citizens & Property,84,Political Party Member/Rally,Jamaat-e-Islami,A Jamaat-e-Islami activist,Pakistan,Firearms,Handgun
Sindh,Hyderabad,Bombing/Explosion,Transportation,100,Train/Train Tracks/Trolley,,Railroad tracks,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Sindh,Karachi,Bombing/Explosion,Transportation,100,Train/Train Tracks/Trolley,,Railroad tracks,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Sindh,Ghotki,Bombing/Explosion,Transportation,100,Train/Train Tracks/Trolley,,Railroad lines,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Punjab,Lahore,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,,The electronics market in Zaitoon Plaza,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Balochistan,Khuzdar,Armed Assault,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Pakistan Peoples’ Party,"Pakistan Peoples’ Party’s leader, Faid Deen Sasoli, was targeted in the attack.",Pakistan,Firearms,Unknown Gun Type
Balochistan,Khuzdar,Armed Assault,Journalists & Media,53,Newspaper Journalist/Staff/Facility,,A journalist was targeted in the attack.,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Tangi,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Pakistani Government,A government-run high school,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Punjab,Rawalpindi,Armed Assault,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,Civilians were the targets of the attack.,Pakistan,Firearms,Unknown Gun Type
Sindh,Karachi,Armed Assault,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Pakistan People's Party,An activist of the Pakistan People's Party,Pakistan,Firearms,Unknown Gun Type
Punjab,Rawalpindi,Armed Assault,Private Citizens & Property,77,Laborer (General)/Occupation Identified,,Laborers,Pakistan,Firearms,Unknown Gun Type
Federally Administered Tribal Areas,Mohmand district,Armed Assault,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,A civilian accused of being a spy,Pakistan,Firearms,Unknown Gun Type
Balochistan,Lasbela,Bombing/Explosion,Business,5,Industrial/Textiles/Factory,,A cement factory vehicle,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Balochistan,Quetta,Bombing/Explosion,Government (General),18,"Government Personnel (excluding police, military)",Pakistani Government,The house of a government official was targeted in the attack.,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Federally Administered Tribal Areas,Tirah,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,A group of tribal elders,Pakistan,Explosives/Bombs/Dynamite,Other Explosive Type
Balochistan,Quetta,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,,Shahbaz Town Phase-III,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Balochistan,Quetta,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,,A residential area in Quetta,Pakistan,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Balochistan,Quetta,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,Civilians,Pakistan,Explosives/Bombs/Dynamite,Grenade
Punjab,Lahore,Bombing/Explosion,Religious Figures/Institutions,,.,Data Darbar Shrine,The Data Darbar shrine was targeted in the bombing.,Pakistan,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being)
Sindh,Karachi,Armed Assault,Police,25,Police Security Forces/Officers,Pakistani Law Enforcement,Policemen,Pakistan,Firearms,Rifle/Shotgun (non-automatic)
Sindh,Karachi,Armed Assault,Violent Political Party,109,Party Official/Candidate/Other Personnel,Sipah-e-Sahaba Pakistan (SSP),Cadre,Pakistan,Firearms,Unknown Gun Type
Balochistan,Surab,Armed Assault,Business,,.,,A private vehicle carrying gas plant laborers,Pakistan,Firearms,Unknown Gun Type
Khyber Pakhtunkhwa,Kohat,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,,A civilian vehicle was targeted in the bombing.,Pakistan,Explosives/Bombs/Dynamite,Remote Trigger
Balochistan,Gwadar,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,,Two Chinese engineers,China,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)"
Federally Administered Tribal Areas,Bajaur district,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Pakistani Government,A government run school for boys,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
Federally Administered Tribal Areas,Bajaur district,Bombing/Explosion,Educational Institution,49,School/University/Educational Building,Pakistani Government,A government run school for girls,Pakistan,Explosives/Bombs/Dynamite,Unknown Explosive Type
